Index,Label,StartChar,EndChar
99209,PERSON,8,26
99211,PRODUCT,9,16
99212,PRODUCT,9,16
99213,WORK_OF_ART,10,27
99213,PRODUCT,42,49
99214,ORG,9,17
99214,ORG,42,52
99215,PRODUCT,10,17
99216,NORP,13,20
99217,PERSON,29,42
99218,GPE,29,38
99219,PERSON,29,35
99221,PERSON,9,24
99223,NORP,9,16
99227,ORG,11,51
99229,PERSON,9,14
99230,PERSON,9,14
99232,DATE,29,33
99233,GPE,9,18
99236,WORK_OF_ART,11,65
99238,PERSON,18,33
99239,PERSON,21,36
99240,PERSON,11,20
99241,PERSON,9,18
99242,PERSON,9,14
99243,PERSON,17,32
99244,PRODUCT,9,14
99246,PERSON,9,13
99247,CARDINAL,5,8
99247,PRODUCT,32,37
99251,PERSON,9,19
99251,GPE,31,39
99252,ORG,23,31
99253,PERSON,9,14
99254,PERSON,8,13
99258,LOC,54,58
99260,PERSON,24,28
99274,ORG,27,31
99278,PERSON,9,25
99280,PERSON,9,18
99281,PERSON,8,24
99284,PERSON,9,13
99285,PERSON,20,24
99286,PERSON,5,9
99286,GPE,60,68
99287,PERSON,9,13
99288,PERSON,9,13
99289,PERSON,9,13
99292,PERSON,9,13
99294,DATE,34,43
99298,ORDINAL,28,33
99305,PERSON,9,21
99306,ORG,9,16
99307,PERSON,10,25
99309,ORG,9,28
99310,ORG,9,30
99311,LOC,12,29
99312,PERSON,9,25
99313,PERSON,9,25
99315,ORG,9,21
99317,PERSON,9,14
99318,PERSON,9,21
99319,ORG,9,21
99324,PERSON,19,26
99326,ORG,20,27
99327,PERSON,9,24
99330,PERSON,18,31
99333,ORG,10,16
99333,PERSON,21,26
99334,ORG,9,15
99334,PERSON,20,25
99336,PERSON,14,36
99336,ORG,51,58
99337,PERSON,9,14
99338,PERSON,9,14
99338,PERSON,19,25
99340,ORG,40,46
99343,ORG,14,20
99346,PERSON,9,15
99347,PERSON,8,14
99348,PERSON,22,28
99350,PERSON,8,14
99351,GPE,16,22
99363,PERSON,9,19
99366,GPE,9,19
99367,GPE,16,26
99371,PERSON,11,16
99372,PERSON,9,22
99373,PERSON,9,22
99374,PERSON,9,14
99375,PERSON,7,12
99376,PERSON,20,25
99376,DATE,46,51
99377,PERSON,10,15
99378,PERSON,8,13
99380,ORG,9,14
99381,ORG,9,14
99382,ORG,9,14
99384,PERSON,8,13
99385,ORG,7,12
99386,ORG,12,17
99387,ORG,32,37
99398,NORP,5,11
99399,NORP,5,10
99400,PERSON,35,43
99401,DATE,3,15
99401,PERSON,24,32
99402,PERSON,17,32
99404,PERSON,16,24
99405,GPE,13,21
99406,GPE,36,42
99408,PERSON,26,43
99408,PERSON,44,60
99409,DATE,3,15
99409,PERSON,20,25
99410,NORP,11,18
99410,NORP,86,92
99412,PERSON,21,34
99413,NORP,41,48
99414,ORDINAL,25,30
99414,NORP,31,38
99417,LANGUAGE,24,31
99418,LANGUAGE,38,45
99421,NORP,13,18
99422,DATE,21,25
99423,LANGUAGE,14,21
99439,ORG,11,16
99441,PERSON,17,32
99442,GPE,0,8
99443,PERSON,9,13
99445,ORG,19,24
99446,NORP,23,32
99447,NORP,66,75
99448,DATE,3,15
99448,NORP,20,29
99448,PERSON,85,94
99449,ORG,11,27
99451,PERSON,9,21
99452,NORP,0,12
99453,ORG,12,32
99454,ORG,31,36
99455,NORP,28,39
99456,ORG,35,40
99457,PERSON,13,18
99458,ORG,24,29
99460,PERSON,10,15
99461,PERSON,9,20
99462,CARDINAL,33,36
99463,ORG,25,37
99464,ORG,0,7
99465,PERSON,29,37
99466,PERSON,13,18
99466,ORDINAL,32,37
99467,ORG,15,27
99467,PERSON,41,49
99468,PRODUCT,13,20
99469,PERSON,29,50
99470,PRODUCT,19,26
99471,PERSON,27,35
99475,GPE,16,24
99476,GPE,9,17
99478,ORG,9,17
99482,NORP,12,17
99485,PERSON,30,41
99486,WORK_OF_ART,9,49
99487,PERSON,25,32
99488,PERSON,9,16
99489,PERSON,9,16
99490,PERSON,9,16
99491,PERSON,8,15
99492,PERSON,34,41
99497,PERSON,29,42
99498,PERSON,8,21
99499,NORP,25,33
99500,PERSON,9,22
99502,PERSON,29,37
99503,PERSON,27,33
99503,PERSON,38,42
99504,PERSON,25,34
99506,EVENT,12,17
99508,WORK_OF_ART,9,30
99509,ORG,9,17
99509,DATE,27,31
99510,ORG,15,23
99510,PERSON,38,44
99511,PERSON,9,15
99511,GPE,42,44
99512,PERSON,16,22
99513,ORG,27,35
99514,GPE,26,35
99515,GPE,20,29
99517,ORDINAL,13,19
99518,GPE,10,19
99519,NORP,5,10
99519,PERSON,22,26
99520,PERSON,9,14
99521,DATE,4,7
99521,CARDINAL,44,47
99522,GPE,9,18
99523,ORG,10,17
99523,ORG,22,34
99524,PERSON,13,25
99525,PERSON,9,21
99526,PERSON,9,21
99527,PERSON,27,39
99528,ORG,17,29
99528,ORDINAL,32,38
99532,ORG,0,12
99533,PERSON,13,17
99534,ORG,11,23
99534,PRODUCT,44,53
99535,ORG,0,9
99535,ORG,22,34
99535,PERSON,63,67
99536,PERSON,23,27
99536,PERSON,32,41
99537,CARDINAL,6,9
99537,ORG,27,36
99538,ORG,16,25
99539,PERSON,9,13
99539,PERSON,23,32
99540,PERSON,8,12
99541,PERSON,13,18
99541,PERSON,46,52
99542,PERSON,8,13
99543,PERSON,26,31
99544,PERSON,8,13
99545,CARDINAL,6,9
99546,PERSON,0,4
99546,PERSON,9,15
99547,ORG,8,16
99549,ORG,8,16
99551,ORG,22,38
99552,PERSON,8,13
99553,PERSON,90,95
99554,PERSON,42,47
99555,PERSON,8,13
99556,PERSON,9,14
99557,PERSON,9,14
99558,PERSON,19,24
99560,PERSON,3,8
99561,PERSON,25,30
99562,PERSON,10,15
99563,ORG,10,16
99564,PERSON,8,14
99564,PERSON,26,31
99565,PERSON,9,13
99565,PERSON,26,31
99566,PERSON,9,13
99569,PERSON,9,15
99570,PERSON,28,33
99571,PERSON,13,24
99572,PERSON,13,24
99573,PERSON,12,23
99574,PERSON,15,20
99575,PERSON,10,21
99576,PERSON,8,19
99577,PERSON,0,11
99578,PERSON,9,20
99579,ORG,26,52
99580,ORG,26,32
99581,ORG,15,23
99581,PERSON,37,42
99582,PERSON,15,20
99583,PERSON,39,47
99583,PERSON,56,61
99585,PERSON,9,17
99586,PERSON,14,19
99587,PERSON,9,14
99587,ORG,27,35
99588,ORG,9,17
99588,PERSON,33,38
99589,PERSON,25,30
99590,PERSON,11,16
99591,PERSON,13,18
99592,PERSON,9,14
99593,PERSON,57,62
99595,PERSON,19,24
99596,PERSON,0,11
99596,CARDINAL,52,55
99598,PERSON,57,62
99599,ORG,10,36
99600,PRODUCT,48,53
99602,PERSON,9,16
99603,PERSON,9,16
99604,NORP,5,10
99604,ORG,22,27
99605,ORG,18,23
99606,PERSON,8,15
99608,ORG,54,61
99611,PERSON,10,14
99612,ORG,30,37
99613,ORG,9,16
99614,PERSON,8,18
99615,PERSON,26,30
99617,WORK_OF_ART,34,52
99618,ORG,52,59
99620,PERSON,19,26
99620,ORG,31,40
99621,ORG,25,32
99622,GPE,0,10
99622,PERSON,58,63
99623,CARDINAL,5,8
99624,ORG,16,23
99625,PERSON,9,14
99626,ORG,0,7
99628,DATE,3,12
99628,WORK_OF_ART,17,40
99629,PERSON,13,22
99630,PERSON,9,18
99631,PERSON,10,19
99632,ORG,9,30
99633,PERSON,24,33
99635,PERSON,9,18
99636,PERSON,8,17
99637,PERSON,48,63
99638,PERSON,26,43
99639,PERSON,13,21
99640,PERSON,24,32
99641,PERSON,9,17
99641,PERSON,37,46
99642,PERSON,9,18
99643,PERSON,19,28
99644,PERSON,0,8
99646,PERSON,9,17
99646,PERSON,47,56
99647,DATE,11,28
99648,ORG,11,26
99649,DATE,3,12
99649,ORDINAL,21,27
99649,ORG,39,61
99650,PRODUCT,9,16
99651,PERSON,42,64
99653,ORDINAL,34,39
99654,PERSON,9,17
99654,PERSON,26,48
99655,PERSON,22,30
99656,PERSON,9,17
99667,NORP,9,14
99668,NORP,35,40
99669,NORP,35,40
99670,DATE,78,87
99671,NORP,8,14
99672,NORP,22,28
99673,LANGUAGE,28,33
99674,NORP,9,14
99674,DATE,26,38
99675,CARDINAL,9,12
99675,LANGUAGE,57,62
99677,NORP,24,29
99678,NORP,13,19
99678,NORP,55,62
99679,GPE,9,25
99679,GPE,33,47
99680,NORP,19,24
99681,DATE,3,12
99681,GPE,17,24
99681,GPE,32,38
99682,NORP,12,19
99682,GPE,60,67
99683,NORP,13,20
99684,GPE,34,40
99685,NORP,41,48
99686,NORP,28,33
99686,PERSON,38,44
99688,GPE,8,14
99688,NORP,44,49
99689,NORP,29,34
99689,GPE,39,45
99690,PERSON,10,16
99690,NORP,44,49
99691,PERSON,11,16
99691,PERSON,35,40
99692,NORP,22,27
99692,GPE,31,37
99693,PERCENT,7,10
99693,GPE,24,30
99693,NORP,37,42
99694,PERSON,34,39
99695,PERSON,8,13
99697,ORG,12,23
99697,NORP,33,38
99697,GPE,43,49
99698,ORDINAL,13,18
99699,PERSON,26,32
99700,GPE,9,26
99701,DATE,9,21
99701,NORP,22,28
99701,NORP,29,38
99702,NORP,33,43
99702,DATE,49,58
99703,NORP,9,19
99703,NORP,29,34
99703,GPE,39,45
99704,GPE,9,15
99704,GPE,34,46
99705,DATE,3,12
99705,GPE,17,24
99706,LOC,36,50
99708,DATE,9,26
99709,PERSON,20,29
99709,PERSON,64,75
99710,LOC,44,58
99711,PERSON,9,18
99711,PERSON,22,29
99711,GPE,40,50
99712,NORP,8,19
99712,PERSON,24,33
99712,LOC,42,56
99713,ORG,8,12
99714,ORG,14,18
99714,PERSON,25,37
99715,ORG,39,43
99716,DATE,3,25
99716,NORP,40,45
99717,NORP,30,35
99717,NORP,54,59
99719,NORP,23,28
99720,NORP,28,33
99721,PERSON,25,35
99722,PERSON,9,19
99722,DATE,30,52
99723,PERSON,19,29
99724,GPE,30,40
99725,PERSON,13,23
99725,NORP,39,44
99726,NORP,33,38
99727,NORP,46,51
99728,NORP,12,17
99729,ORG,27,33
99731,GPE,18,27
99732,GPE,29,41
99733,PERSON,9,21
99735,ORG,42,54
99736,NORP,9,14
99736,DATE,43,50
99737,ORG,48,55
99737,DATE,59,75
99738,ORG,9,27
99738,GPE,39,45
99739,NORP,53,58
99740,PERSON,9,16
99740,NORP,40,45
99741,PERSON,31,38
99742,PERSON,17,24
99742,ORG,31,49
99743,DATE,3,12
99743,PERSON,17,24
99743,ORG,31,49
99744,PERSON,27,34
99745,NORP,39,44
99745,DATE,58,62
99746,NORP,18,23
99747,ORG,9,26
99748,LAW,28,45
99749,LOC,40,68
99750,GPE,33,40
99750,NORP,51,56
99751,NORP,24,31
99752,GPE,13,20
99753,ORG,34,54
99754,DATE,3,12
99754,NORP,17,24
99755,ORG,27,34
99755,NORP,46,53
99756,NORP,31,36
99757,NORP,9,14
99757,DATE,28,44
99758,DATE,14,30
99759,DATE,79,95
99760,NORP,13,18
99760,GPE,54,60
99761,GPE,24,30
99762,GPE,9,15
99763,GPE,13,19
99764,GPE,68,74
99765,GPE,27,33
99765,DATE,52,74
99766,DATE,44,64
99767,NORP,18,23
99768,NORP,9,14
99769,NORP,9,14
99770,DATE,26,52
99771,ORG,17,40
99771,DATE,56,82
99772,ORG,26,49
99773,ORG,9,32
99774,ORG,28,52
99775,ORG,9,32
99776,PERSON,28,44
99777,PERSON,14,30
99777,NORP,41,47
99777,NORP,72,77
99778,NORP,28,33
99779,PERSON,9,23
99780,NORP,115,120
99781,PERSON,43,57
99782,DATE,3,12
99782,PERSON,17,31
99783,PERSON,9,23
99784,PERSON,4,18
99784,NORP,25,31
99785,PERSON,39,54
99786,NORP,37,42
99787,GPE,13,31
99787,ORG,49,67
99788,NORP,22,27
99788,ORG,36,44
99789,LOC,44,50
99789,EVENT,55,89
99790,CARDINAL,7,11
99790,NORP,47,52
99791,ORG,13,21
99791,ORG,43,45
99792,NORP,14,20
99793,NORP,19,25
99793,GPE,69,75
99794,ORG,13,15
99794,EVENT,28,57
99794,DATE,61,65
99795,GPE,29,37
99795,NORP,44,50
99796,LOC,23,29
99796,GPE,37,41
99796,DATE,55,59
99797,NORP,25,30
99797,GPE,34,38
99798,NORP,38,43
99798,NORP,44,53
99799,NORP,33,44
99799,GPE,81,85
99800,NORP,9,18
99800,NORP,25,30
99800,ORDINAL,40,45
99800,DATE,61,65
99801,NORP,25,32
99801,GPE,36,38
99802,NORP,38,55
99803,NORP,24,31
99803,DATE,39,43
99803,ORG,44,53
99804,NORP,9,18
99804,NORP,25,32
99804,DATE,36,40
99805,LANGUAGE,14,21
99805,ORDINAL,56,61
99806,NORP,32,37
99807,NORP,22,27
99809,NORP,36,41
99810,NORP,5,10
99813,DATE,63,67
99815,DATE,40,44
99815,DATE,86,93
99816,GPE,32,39
99816,GPE,44,51
99817,NORP,31,39
99818,NORP,13,18
99818,ORG,87,115
99819,NORP,9,15
99819,NORP,22,30
99819,ORDINAL,40,45
99819,DATE,61,65
99820,NORP,27,35
99820,NORP,49,54
99820,ORDINAL,58,63
99820,DATE,77,81
99821,NORP,9,14
99821,NORP,30,36
99821,ORDINAL,46,51
99821,DATE,64,68
99822,NORP,22,28
99822,NORP,33,42
99822,ORDINAL,46,51
99822,DATE,65,69
99823,NORP,38,44
99823,NORP,49,58
99823,ORDINAL,67,72
99824,NORP,13,18
99824,GPE,38,45
99825,GPE,3,20
99826,NORP,35,40
99827,CARDINAL,10,15
99827,NORP,51,56
99829,NORP,58,63
99830,NORP,31,36
99831,LANGUAGE,37,44
99832,LANGUAGE,3,10
99832,CARDINAL,22,27
99833,LANGUAGE,35,42
99834,LANGUAGE,56,63
99835,LANGUAGE,52,59
99836,NORP,3,8
99837,DATE,19,35
99837,NORP,85,91
99838,NORP,37,42
99839,NORP,5,10
99839,LANGUAGE,24,31
99840,NORP,27,32
99841,NORP,16,21
99842,GPE,45,51
99843,NORP,21,28
99843,DATE,51,73
99844,NORP,5,12
99844,LANGUAGE,26,33
99845,NORP,43,50
99846,NORP,0,5
99847,NORP,3,8
99848,NORP,44,49
99851,LANGUAGE,53,60
99852,LANGUAGE,49,56
99854,LANGUAGE,34,41
99855,LANGUAGE,40,47
99856,NORP,34,39
99857,NORP,34,39
99858,NORP,39,44
99859,NORP,69,74
99861,PERSON,35,40
99862,PERSON,35,40
99863,PERSON,31,36
99864,PERSON,49,54
99865,PERSON,44,49
99866,NORP,72,77
99867,NORP,18,23
99868,NORP,9,14
99869,NORP,16,21
99870,NORP,44,49
99873,NORP,35,40
99874,CARDINAL,9,14
99876,NORP,22,27
99877,NORP,43,48
99878,NORP,8,13
99879,NORP,37,42
99880,NORP,32,37
99881,CARDINAL,13,18
99881,NORP,38,43
99883,NORP,8,13
99884,NORP,41,46
99885,NORP,34,39
99886,NORP,33,38
99887,CARDINAL,30,33
99887,CARDINAL,42,46
99887,NORP,50,55
99888,CARDINAL,27,31
99890,NORP,8,13
99893,NORP,37,42
99894,CARDINAL,5,8
99894,NORP,61,66
99896,NORP,8,14
99897,CARDINAL,5,8
99897,NORP,42,47
99899,NORP,18,23
99901,CARDINAL,5,8
99904,GPE,14,30
99905,CARDINAL,16,27
99905,NORP,38,43
99908,GPE,31,37
99910,ORDINAL,24,30
99915,CARDINAL,8,11
99916,NORP,27,32
99917,NORP,30,35
99918,NORP,34,39
99919,CARDINAL,44,49
99920,NORP,6,11
99921,CARDINAL,5,10
99921,LANGUAGE,42,49
99922,LANGUAGE,27,34
99923,LANGUAGE,30,37
99924,LANGUAGE,72,79
99925,LANGUAGE,60,67
99926,CARDINAL,18,21
99926,NORP,64,72
99927,NORP,24,29
99928,NORP,18,23
99929,NORP,18,23
99930,NORP,3,8
99931,NORP,37,45
99932,NORP,39,47
99936,NORP,8,13
99937,NORP,3,8
99937,ORDINAL,60,65
99938,NORP,19,24
99938,NORP,34,48
99939,NORP,19,24
99940,NORP,51,56
99941,LANGUAGE,10,17
99942,LANGUAGE,20,25
99943,LANGUAGE,41,46
99944,LANGUAGE,45,50
99945,NORP,0,5
99946,ORG,14,23
99947,ORG,21,30
99950,ORG,29,38
99954,ORG,20,36
99955,EVENT,37,58
99956,LOC,36,51
99958,ORG,21,37
99959,DATE,37,57
99960,LOC,37,52
99962,DATE,20,24
99977,GPE,30,42
99979,PERSON,30,37
99982,PERSON,34,41
99984,DATE,18,35
99985,DATE,17,21
99986,DATE,15,21
99988,CARDINAL,5,8
99991,GPE,39,56
99992,GPE,43,46
99994,DATE,16,20
99995,GPE,47,50
99998,ORG,31,47
100000,DATE,10,18
100001,ORDINAL,29,35
100002,ORDINAL,29,34
100003,ORDINAL,29,35
100004,DATE,10,18
100008,ORG,13,23
100008,ORG,30,34
100009,ORG,10,20
100011,ORG,28,32
100012,ORG,23,52
100017,DATE,54,69
100017,GPE,90,93
100022,ORG,30,56
100025,ORG,34,60
100029,GPE,43,50
100029,DATE,54,70
100029,PERSON,91,104
100030,GPE,9,20
100032,GPE,17,24
100032,DATE,28,44
100033,PERSON,9,35
100034,PERSON,9,35
100035,NORP,14,22
100038,CARDINAL,9,12
100064,DATE,17,33
100065,DATE,17,33
100067,WORK_OF_ART,11,51
100070,GPE,13,16
100074,GPE,7,10
100077,CARDINAL,33,35
100078,DATE,56,72
100081,DATE,17,21
100082,CARDINAL,13,15
100084,DATE,25,29
100090,ORG,1,17
100094,ORG,10,37
100095,CARDINAL,8,11
100095,ORG,29,56
100097,ORG,10,37
100098,CARDINAL,9,12
100098,ORG,30,57
100103,LOC,54,60
100104,LOC,39,53
100104,LOC,58,62
100106,LOC,56,60
100107,LOC,40,55
100109,ORG,10,14
100112,ORG,11,15
100125,ORG,32,41
100128,ORG,34,43
100133,CARDINAL,8,11
100136,CARDINAL,8,11
100140,ORG,23,32
100141,ORG,40,49
100159,CARDINAL,24,26
100162,CARDINAL,25,27
100165,PERSON,20,24
100166,ORG,12,31
100168,PERSON,21,25
100169,ORG,20,39
100178,LOC,22,33
100188,GPE,3,20
100193,GPE,68,70
100194,PERSON,26,35
100197,PERSON,30,39
100208,ORG,13,24
100208,LOC,28,32
100209,DATE,17,21
100213,GPE,20,29
100214,GPE,39,48
100215,GPE,18,27
100216,GPE,23,32
100217,GPE,8,17
100218,DATE,26,30
100218,GPE,63,72
100219,GPE,58,67
100220,GPE,14,23
100220,GPE,38,66
100221,ORG,34,66
100222,ORG,13,24
100222,ORDINAL,51,56
100222,EVENT,62,75
100223,GPE,21,30
100223,DATE,45,59
100224,GPE,6,15
100224,DATE,68,77
100225,ORG,13,34
100225,GPE,39,48
100226,GPE,10,19
100226,DATE,55,85
100227,GPE,15,22
100228,GPE,5,14
100228,ORDINAL,33,38
100228,PERSON,48,61
100229,GPE,6,15
100229,ORG,32,62
100230,GPE,53,60
100230,GPE,62,71
100231,DATE,3,13
100231,PERSON,17,27
100231,ORDINAL,28,33
100231,GPE,64,73
100232,GPE,8,17
100233,GPE,23,32
100233,GPE,70,87
100234,GPE,36,45
100234,GPE,58,72
100235,GPE,6,15
100236,GPE,38,50
100236,GPE,52,61
100237,ORDINAL,4,9
100237,GPE,84,93
100238,NORP,6,22
100238,ORG,41,47
100238,GPE,63,76
100238,GPE,78,87
100239,ORG,0,6
100239,NORP,50,57
100239,DATE,69,79
100240,PERSON,21,31
100241,GPE,44,53
100242,PERSON,14,30
100242,GPE,60,69
100243,GPE,36,45
100243,DATE,49,53
100244,CARDINAL,6,9
100244,GPE,10,19
100244,GPE,59,75
100244,GPE,76,92
100245,GPE,125,134
100246,GPE,20,29
100247,LOC,35,60
100247,GPE,83,92
100248,PERSON,36,40
100248,GPE,64,73
100249,GPE,24,33
100249,ORG,42,66
100250,GPE,46,55
100250,NORP,78,85
100251,GPE,25,34
100252,GPE,17,26
100252,GPE,46,51
100253,GPE,26,35
100254,GPE,44,53
100255,TIME,0,28
100255,GPE,37,46
100255,PERSON,49,54
100255,LOC,59,65
100256,LOC,28,48
100257,GPE,14,23
100257,ORDINAL,26,32
100258,ORG,10,17
100258,GPE,19,31
100258,GPE,37,46
100259,LOC,20,40
100260,GPE,6,15
100260,ORG,37,40
100261,PRODUCT,40,51
100261,ORG,53,55
100262,ORG,31,49
100262,GPE,53,62
100263,ORG,38,48
100263,GPE,57,66
100264,GPE,28,37
100264,LOC,46,65
100264,LOC,70,87
100265,GPE,42,51
100266,LOC,38,68
100267,GPE,39,53
100268,GPE,39,48
100269,GPE,8,17
100270,GPE,39,48
100271,GPE,34,43
100272,DATE,15,21
100272,GPE,25,34
100273,GPE,8,17
100273,DATE,28,34
100274,GPE,8,17
100274,DATE,70,80
100275,GPE,49,58
100276,GPE,43,52
100277,PERSON,5,15
100277,GPE,59,68
100278,GPE,9,18
100278,PERSON,45,64
100278,DATE,68,84
100279,GPE,42,51
100279,DATE,55,59
100280,GPE,63,72
100281,GPE,15,24
100282,GPE,29,38
100282,DATE,42,57
100283,DATE,13,22
100283,GPE,53,62
100284,GPE,24,33
100284,GPE,59,68
100285,GPE,30,39
100286,ORG,26,37
100286,ORG,39,41
100286,GPE,47,56
100287,GPE,14,23
100287,ORDINAL,26,31
100288,CARDINAL,6,9
100288,CARDINAL,17,20
100288,GPE,35,44
100288,EVENT,64,89
100289,GPE,23,32
100289,ORDINAL,33,38
100290,NORP,38,51
100290,GPE,76,85
100291,NORP,6,21
100291,ORDINAL,37,42
100291,GPE,60,69
100292,GPE,69,78
100292,ORG,92,94
100293,NORP,6,14
100293,ORDINAL,27,32
100293,GPE,46,55
100294,DATE,0,10
100294,PERSON,15,31
100294,GPE,40,49
100295,NORP,6,21
100295,GPE,45,54
100295,PERSON,60,70
100296,NORP,6,21
100296,GPE,34,43
100296,GPE,52,60
100296,NORP,89,98
100297,DATE,3,13
100297,NORP,30,46
100297,GPE,70,79
100298,DATE,3,13
100298,NORP,22,29
100298,ORDINAL,30,35
100298,GPE,64,73
100299,ORDINAL,25,30
100299,NORP,31,38
100299,GPE,65,74
100300,NORP,6,13
100300,GPE,50,62
100301,PRODUCT,6,14
100301,GPE,47,59
100301,DATE,63,67
100302,NORP,6,13
100302,DATE,44,51
100302,PRODUCT,58,66
100302,FAC,72,83
100302,DATE,87,91
100303,NORP,9,17
100303,PRODUCT,36,44
100303,FAC,58,70
100303,DATE,74,78
100304,PRODUCT,13,21
100304,FAC,32,44
100304,DATE,48,52
100305,NORP,25,36
100306,FAC,9,21
100306,NORP,35,47
100306,NORP,66,73
100306,GPE,82,96
100306,DATE,100,104
100307,GPE,41,55
100308,CARDINAL,36,41
100308,GPE,42,56
100308,DATE,83,87
100309,GPE,41,55
100309,DATE,97,101
100310,ORG,39,65
100311,ORG,21,44
100311,PERSON,56,70
100311,ORG,87,105
100312,ORDINAL,20,25
100313,CARDINAL,28,36
100313,CARDINAL,44,47
100313,GPE,89,98
100314,GPE,48,57
100315,GPE,5,14
100316,GPE,6,8
100316,PERSON,61,70
100316,DATE,84,88
100317,PRODUCT,9,17
100317,DATE,57,78
100318,PRODUCT,5,13
100319,NORP,6,21
100319,WORK_OF_ART,78,92
100320,PERSON,23,32
100320,WORK_OF_ART,51,65
100321,GPE,6,15
100321,DATE,49,65
100322,GPE,14,23
100323,GPE,53,62
100323,DATE,65,78
100324,GPE,18,27
100325,GPE,16,25
100325,DATE,61,70
100326,EVENT,20,29
100326,GPE,41,50
100327,LOC,40,59
100327,DATE,63,76
100328,DATE,22,26
100328,ORG,52,59
100329,LOC,17,33
100329,DATE,67,79
100330,GPE,16,30
100331,ORG,6,17
100331,GPE,62,71
100332,ORG,0,11
100332,ORG,30,41
100332,PRODUCT,51,62
100332,DATE,66,79
100333,ORG,6,17
100333,PRODUCT,48,59
100333,GPE,65,75
100333,GPE,77,79
100334,ORG,17,47
100334,GPE,55,69
100335,GPE,32,41
100336,ORG,69,98
100337,GPE,77,86
100338,GPE,34,51
100338,DATE,55,59
100339,ORG,6,17
100339,ORG,59,67
100339,ORDINAL,68,73
100340,GPE,19,28
100340,GPE,84,99
100341,PERSON,28,37
100341,GPE,45,54
100341,ORG,82,96
100342,DATE,3,13
100342,PERSON,18,32
100343,NORP,48,56
100343,DATE,67,94
100344,DATE,3,13
100344,ORG,18,48
100344,NORP,102,119
100345,NORP,12,29
100345,GPE,46,55
100345,DATE,58,75
100346,DATE,38,59
100347,NORP,23,40
100347,GPE,50,59
100347,DATE,63,67
100348,GPE,28,37
100348,DATE,41,45
100349,GPE,6,15
100349,NORP,37,47
100349,ORDINAL,48,53
100349,DATE,78,82
100350,ORDINAL,12,17
100350,NORP,18,28
100350,GPE,44,53
100350,ORG,60,66
100350,NORP,73,82
100350,ORG,103,117
100351,GPE,55,64
100351,DATE,83,105
100352,GPE,9,18
100352,DATE,45,49
100353,GPE,40,49
100353,DATE,61,82
100354,GPE,12,21
100354,DATE,44,65
100355,DATE,3,7
100355,GPE,28,37
100355,LOC,70,75
100356,GPE,36,45
100356,CARDINAL,53,56
100356,ORG,57,66
100357,GPE,9,18
100357,DATE,63,67
100358,GPE,16,25
100358,NORP,72,77
100358,DATE,81,85
100359,NORP,6,14
100359,NORP,72,81
100359,GPE,86,95
100360,NORP,5,13
100360,PERCENT,47,50
100360,GPE,54,63
100360,DATE,77,81
100361,GPE,9,18
100361,DATE,35,39
100362,GPE,54,63
100362,ORG,65,67
100363,GPE,6,15
100363,ORG,50,92
100363,GPE,93,101
100364,WORK_OF_ART,14,19
100364,GPE,74,83
100365,CARDINAL,6,9
100365,NORP,16,26
100365,GPE,54,61
100366,GPE,38,46
100367,GPE,38,47
100368,ORDINAL,16,21
100368,GPE,67,76
100369,GPE,31,40
100370,GPE,9,18
100370,ORG,42,61
100371,ORG,9,31
100371,GPE,48,65
100372,MONEY,20,30
100372,GPE,51,65
100373,ORG,0,21
100373,GPE,62,71
100374,GPE,48,55
100375,GPE,37,46
100376,GPE,16,25
100377,GPE,49,58
100378,GPE,39,48
100379,GPE,78,87
100380,DATE,3,13
100380,GPE,18,27
100380,ORDINAL,36,41
100380,CARDINAL,49,60
100381,MONEY,9,28
100381,GPE,55,64
100381,DATE,68,72
100382,GPE,46,55
100382,DATE,59,63
100383,DATE,3,7
100383,CARDINAL,15,20
100383,GPE,21,30
100384,GPE,36,45
100384,DATE,70,74
100385,GPE,23,32
100385,DATE,54,58
100386,GPE,51,60
100386,TIME,65,84
100387,GPE,49,58
100387,DATE,62,66
100388,GPE,19,28
100388,DATE,38,43
100388,DATE,56,60
100389,GPE,45,54
100390,PRODUCT,30,34
100391,PRODUCT,0,4
100391,CARDINAL,20,23
100391,GPE,24,33
100392,GPE,60,67
100393,GPE,45,54
100393,GPE,56,65
100394,GPE,5,14
100394,CARDINAL,39,44
100395,CARDINAL,14,17
100395,GPE,34,43
100396,GPE,14,23
100396,NORP,35,45
100396,DATE,49,58
100396,EVENT,69,82
100397,GPE,39,48
100397,DATE,52,73
100398,GPE,21,35
100399,EVENT,85,98
100400,DATE,3,15
100400,GPE,24,33
100401,GPE,24,33
100401,ORG,86,100
100402,GPE,23,32
100402,NORP,48,64
100402,DATE,68,72
100403,DATE,3,7
100403,GPE,13,22
100404,NORP,6,16
100404,GPE,44,53
100404,DATE,65,69
100405,NORP,22,32
100405,GPE,61,70
100405,DATE,88,92
100406,GPE,19,28
100406,NORP,39,49
100406,DATE,105,114
100407,NORP,6,16
100407,GPE,51,60
100407,DATE,64,68
100408,DATE,3,7
100408,PERCENT,28,34
100408,GPE,38,47
100409,LAW,0,22
100409,NORP,45,61
100409,GPE,65,74
100410,NORP,6,16
100410,DATE,27,31
100410,ORG,47,69
100410,GPE,97,106
100411,ORG,30,52
100411,GPE,78,87
100412,NORP,6,16
100412,GPE,29,38
100412,DATE,51,55
100413,CARDINAL,6,9
